#x, y, z, sqrtSum, milliseconds, timeInMilliseconds
9.80683, -0.750105, -0.209856, 9.83772, 83, 84
9.80412, -0.763453, -0.197804, 9.83579, 85, 85
9.80533, -0.765884, -0.203068, 9.83729, 84, 84
9.81131, -0.742593, -0.197798, 9.84136, 86, 86
9.79888, -0.766458, -0.198553, 9.83082, 81, 81
9.80591, -0.776048, -0.204606, 9.83869, 85, 85
9.81086, -0.76195, -0.206858, 9.84257, 85, 85
9.81281, -0.76889, -0.203075, 9.84498, 83, 84
9.80757, -0.761376, -0.200054, 9.83912, 85, 84
9.80459, -0.765132, -0.214377, 9.83674, 83, 83
9.80982, -0.756868, -0.207596, 9.84117, 87, 86
9.81357, -0.756867, -0.21137, 9.84498, 81, 82
9.8001, -0.768138, -0.20834, 9.83237, 85, 85
9.80607, -0.765885, -0.197037, 9.83791, 82, 82
9.81355, -0.762128, -0.197798, 9.84509, 94, 96
9.81505, -0.768139, -0.203077, 9.84716, 74, 72
9.81207, -0.771895, -0.207597, 9.84457, 85, 86
9.81432, -0.754613, -0.221172, 9.84578, 83, 82
9.81132, -0.754613, -0.212122, 9.84259, 85, 86
9.80683, -0.759873, -0.20307, 9.83832, 82, 82
9.81253, -0.73225, -0.21211, 9.8421, 85, 84
9.79935, -0.765884, -0.202308, 9.83132, 85, 85
9.81132, -0.765133, -0.207597, 9.8433, 83, 83
9.80683, -0.751608, -0.203824, 9.8377, 84, 84
9.79681, -0.754041, -0.195506, 9.82773, 85, 85
9.81057, -0.767387, -0.206842, 9.84271, 84, 84
9.81282, -0.762878, -0.211369, 9.8447, 83, 85
9.80308, -0.777907, -0.195525, 9.83584, 83, 82
9.81283, -0.770391, -0.219661, 9.84547, 85, 85
9.80982, -0.746348, -0.209859, 9.84041, 84, 84
9.81235, -0.763453, -0.19932, 9.84402, 83, 83
9.81132, -0.759873, -0.213629, 9.84302, 83, 83
9.80159, -0.757619, -0.202311, 9.83291, 85, 86
9.81954, -0.760626, -0.198558, 9.85096, 92, 93
9.80638, -0.7627, -0.218917, 9.83843, 76, 74
9.79888, -0.784491, -0.194782, 9.83216, 83, 83
9.7986, -0.762879, -0.201554, 9.83032, 85, 85
9.80684, -0.771143, -0.214378, 9.83945, 85, 85
9.80384, -0.750856, -0.208345, 9.83476, 85, 84
9.81731, -0.775652, -0.213633, 9.85022, 83, 84
9.80262, -0.749176, -0.20082, 9.83326, 83, 83
9.80488, -0.767208, -0.213638, 9.83717, 85, 84
9.8158, -0.75236, -0.200063, 9.84662, 83, 83
9.78963, -0.773397, -0.209838, 9.82238, 83, 83
9.79486, -0.762879, -0.197027, 9.8265, 85, 85
9.80608, -0.774901, -0.202314, 9.83873, 85, 85
9.80384, -0.750105, -0.206084, 9.83465, 82, 83
9.80384, -0.759873, -0.208345, 9.83545, 86, 85
9.80608, -0.756868, -0.205331, 9.83739, 83, 83
9.81881, -0.776403, -0.218913, 9.85189, 85, 85
9.82253, -0.754614, -0.204593, 9.8536, 83, 83
9.81179, -0.757045, -0.215123, 9.8433, 84, 84
9.79635, -0.777155, -0.195519, 9.82907, 83, 84
9.81504, -0.747853, -0.193277, 9.84539, 84, 84
9.80908, -0.761376, -0.210611, 9.84084, 83, 83
9.8016, -0.757619, -0.207589, 9.83302, 85, 85
9.80385, -0.759121, -0.214376, 9.83553, 83, 83
9.80683, -0.761376, -0.20307, 9.83844, 86, 87
9.81132, -0.756116, -0.20609, 9.84257, 82, 81
9.80758, -0.753862, -0.209857, 9.83875, 94, 97
9.80085, -0.762127, -0.210604, 9.8327, 74, 71
9.80458, -0.753863, -0.194775, 9.83544, 83, 83
9.8158, -0.771896, -0.196291, 9.84806, 83, 83
9.81878, -0.76288, -0.191771, 9.85024, 85, 85
9.81028, -0.767565, -0.202303, 9.84234, 83, 83
9.80983, -0.759873, -0.210612, 9.84147, 85, 85
9.80955, -0.766813, -0.213612, 9.84179, 83, 83
9.81806, -0.750856, -0.22193, 9.84923, 85, 85
9.81357, -0.750856, -0.212124, 9.84454, 85, 85
9.80609, -0.756867, -0.209101, 9.83747, 83, 83
9.79936, -0.777154, -0.209847, 9.83236, 83, 83
9.80684, -0.756867, -0.21061, 9.83825, 88, 90
9.80908, -0.759121, -0.211365, 9.84068, 82, 79
9.80832, -0.748603, -0.203826, 9.83896, 83, 84
9.80233, -0.768139, -0.194017, 9.8343, 83, 82
9.82029, -0.75236, -0.208361, 9.85128, 85, 85
9.82254, -0.762879, -0.212132, 9.85441, 84, 85
9.81701, -0.749533, -0.198541, 9.84758, 83, 83
9.81281, -0.765884, -0.205337, 9.8448, 90, 94
9.81282, -0.757619, -0.212123, 9.84431, 77, 74
9.81506, -0.769641, -0.205338, 9.84733, 85, 85
9.80309, -0.738834, -0.210608, 9.83315, 83, 82
9.79635, -0.77415, -0.193257, 9.82879, 83, 83
9.80608, -0.770392, -0.203822, 9.83841, 85, 85
9.80682, -0.759123, -0.197792, 9.83815, 84, 85
9.80832, -0.762127, -0.204579, 9.84002, 82, 82
9.81431, -0.753862, -0.208355, 9.84543, 86, 86
9.80983, -0.768889, -0.211365, 9.84218, 83, 83
9.81534, -0.767961, -0.20837, 9.84755, 85, 86
9.8146, -0.749176, -0.207617, 9.84534, 83, 82
9.80458, -0.755365, -0.203068, 9.83573, 85, 85
9.80757, -0.765885, -0.200808, 9.83948, 85, 84
9.7971, -0.759122, -0.193259, 9.82836, 82, 82
9.81282, -0.765884, -0.21363, 9.84498, 83, 83
9.81506, -0.771144, -0.206092, 9.84746, 86, 85
9.80085, -0.743343, -0.206835, 9.83117, 83, 83
9.80908, -0.766635, -0.214381, 9.84133, 85, 85
9.81581, -0.761376, -0.206094, 9.84745, 87, 91
9.81283, -0.741088, -0.224942, 9.84334, 80, 76
9.81131, -0.766636, -0.201565, 9.84328, 84, 84
9.80263, -0.754435, -0.211375, 9.83389, 83, 83
9.81207, -0.771144, -0.207597, 9.84451, 83, 83
9.80982, -0.76889, -0.198548, 9.8419, 85, 85
9.80908, -0.760624, -0.212119, 9.84081, 83, 82
9.80431, -0.768315, -0.212099, 9.83665, 85, 85
9.8188, -0.759874, -0.207605, 9.85035, 83, 83
9.81058, -0.751607, -0.215891, 9.84169, 85, 85
9.80833, -0.777155, -0.207593, 9.84126, 85, 85
9.79906, -0.757046, -0.202294, 9.83035, 83, 82
9.79861, -0.771143, -0.208339, 9.83111, 84, 84
9.79935, -0.780911, -0.205323, 9.83256, 85, 85
9.8146, -0.775474, -0.212892, 9.84749, 84, 83
9.80682, -0.750106, -0.198547, 9.83747, 83, 83
9.80158, -0.786172, -0.187984, 9.83486, 83, 84
9.81432, -0.759121, -0.214386, 9.84597, 85, 84
9.81432, -0.768889, -0.214385, 9.84672, 87, 88
9.81431, -0.76363, -0.209862, 9.84621, 81, 80
9.80758, -0.754614, -0.203825, 9.83867, 83, 83
9.8058, -0.762305, -0.206069, 9.83754, 85, 86
9.80534, -0.779408, -0.209098, 9.83849, 84, 84
9.81759, -0.74542, -0.209128, 9.84807, 83, 83
9.79261, -0.78016, -0.195515, 9.82559, 83, 83
9.81252, -0.763809, -0.197028, 9.84418, 84, 85
9.80907, -0.767388, -0.199301, 9.84106, 92, 92
9.80713, -0.753683, -0.218919, 9.83848, 74, 75
9.80982, -0.762127, -0.205334, 9.84153, 86, 86
9.81086, -0.759695, -0.215152, 9.84258, 83, 82
9.81207, -0.760624, -0.212876, 9.84381, 85, 85
9.80983, -0.759873, -0.21212, 9.8415, 83, 83
9.80534, -0.747099, -0.215133, 9.83612, 85, 85
9.80187, -0.761199, -0.198556, 9.83339, 84, 85
9.81356, -0.776403, -0.208352, 9.84643, 83, 82
9.81281, -0.76889, -0.200813, 9.84494, 83, 83
9.79487, -0.768889, -0.207582, 9.82719, 85, 85
9.81656, -0.761376, -0.214388, 9.84838, 83, 83
9.80533, -0.767387, -0.203068, 9.83741, 84, 84
9.80834, -0.7749, -0.217395, 9.8413, 84, 84
9.81058, -0.75311, -0.219661, 9.8419, 85, 85
9.81358, -0.771143, -0.221924, 9.84633, 85, 84
9.81132, -0.7471, -0.206091, 9.84188, 83, 82
9.80608, -0.756117, -0.201561, 9.83725, 84, 84
9.81431, -0.766636, -0.20383, 9.84631, 85, 85
9.81431, -0.76363, -0.2076, 9.84616, 93, 96
9.80728, -0.752538, -0.194762, 9.83804, 75, 71
9.80355, -0.784095, -0.198526, 9.83686, 83, 82
9.82179, -0.776404, -0.203082, 9.85452, 85, 85
9.80609, -0.770392, -0.209854, 9.83854, 85, 85
9.80535, -0.757618, -0.218902, 9.83701, 83, 83
9.8188, -0.764381, -0.21439, 9.85085, 85, 85
9.80608, -0.759122, -0.207593, 9.83761, 83, 84
9.81206, -0.766636, -0.203074, 9.84406, 84, 83
9.81879, -0.747101, -0.201574, 9.84924, 83, 83
9.80234, -0.76363, -0.206081, 9.8342, 85, 84
9.80607, -0.777907, -0.194774, 9.83881, 83, 83
9.81281, -0.776404, -0.204582, 9.84561, 85, 86
9.80309, -0.756116, -0.203067, 9.8343, 82, 82
9.80833, -0.764381, -0.21061, 9.84032, 86, 86
9.80954, -0.758548, -0.204565, 9.84095, 83, 82
9.80907, -0.765884, -0.203825, 9.84104, 85, 85
9.81851, -0.760051, -0.209097, 9.85011, 83, 82
9.80011, -0.750104, -0.21362, 9.83109, 85, 85
9.80831, -0.765134, -0.193269, 9.84001, 85, 86
9.80234, -0.771895, -0.20608, 9.83485, 83, 82
9.80879, -0.757797, -0.204564, 9.84015, 83, 83
9.80581, -0.754791, -0.215117, 9.83716, 85, 85
9.81283, -0.762878, -0.218154, 9.84485, 83, 83
9.80955, -0.757045, -0.21889, 9.84115, 85, 85
9.81057, -0.765885, -0.202319, 9.8425, 83, 83
9.8073, -0.745774, -0.215873, 9.83799, 95, 95
9.81552, -0.761555, -0.200047, 9.84705, 75, 75
9.80804, -0.763808, -0.203809, 9.83985, 84, 85
9.81627, -0.762305, -0.212865, 9.84813, 83, 82
9.81281, -0.759122, -0.203075, 9.84422, 85, 85
9.8158, -0.759123, -0.1978, 9.84709, 86, 87
9.80682, -0.756117, -0.194777, 9.83786, 81, 81
9.79859, -0.780913, -0.188735, 9.83147, 83, 83
9.80459, -0.771895, -0.205328, 9.83707, 84, 84
9.8076, -0.766634, -0.224935, 9.84008, 86, 86
9.80833, -0.753862, -0.210611, 9.83951, 82, 82
9.80309, -0.75837, -0.20759, 9.83457, 85, 86
9.80608, -0.755365, -0.1993, 9.83714, 83, 84
9.80908, -0.774149, -0.207594, 9.84177, 85, 83
9.81731, -0.763629, -0.218158, 9.84938, 83, 82
9.79784, -0.771144, -0.193259, 9.83004, 83, 83
9.80233, -0.763631, -0.194772, 9.83396, 84, 84
9.81131, -0.759123, -0.193273, 9.84253, 85, 85
9.81282, -0.771143, -0.20986, 9.84531, 82, 83
9.81432, -0.765132, -0.214386, 9.84643, 97, 99
9.80458, -0.746349, -0.203823, 9.83506, 72, 69
9.80684, -0.768138, -0.213624, 9.8392, 85, 85
9.82225, -0.757046, -0.206085, 9.85354, 83, 83
9.80357, -0.766061, -0.220392, 9.83592, 84, 84
9.81281, -0.76363, -0.205337, 9.84462, 86, 88
9.80833, -0.757619, -0.205333, 9.83969, 81, 80
9.80757, -0.756868, -0.199301, 9.83875, 83, 83
9.80608, -0.756868, -0.200807, 9.83729, 86, 86
9.81432, -0.764381, -0.219663, 9.84649, 83, 83
9.80233, -0.767388, -0.191002, 9.83418, 86, 86
9.81281, -0.759874, -0.200059, 9.84422, 81, 80
9.81058, -0.742591, -0.22117, 9.84113, 85, 85
9.80758, -0.76363, -0.203824, 9.83937, 85, 85
9.8016, -0.756115, -0.215882, 9.8331, 83, 83
9.80188, -0.754436, -0.200065, 9.8329, 83, 83
9.80981, -0.763631, -0.197795, 9.84148, 85, 85
9.80205, -0.76456, -0.198526, 9.83383, 85, 85
9.8031, -0.759872, -0.219653, 9.83496, 83, 83
9.80505, -0.77583, -0.199282, 9.83771, 88, 88
9.80506, -0.761553, -0.218886, 9.83703, 80, 80
9.80982, -0.756868, -0.206089, 9.84114, 84, 85
9.80308, -0.758371, -0.193265, 9.83427, 83, 83
9.80458, -0.753863, -0.200052, 9.83555, 83, 83
9.80234, -0.761375, -0.207589, 9.83406, 85, 85
9.80235, -0.771895, -0.208342, 9.8349, 85, 84
9.81403, -0.758548, -0.208339, 9.8455, 84, 85
9.79683, -0.782591, -0.208321, 9.83024, 83, 81
9.80981, -0.76288, -0.193271, 9.84133, 85, 85
9.81252, -0.768317, -0.200043, 9.84459, 85, 85
9.80758, -0.765132, -0.209102, 9.8396, 83, 83
9.81432, -0.756116, -0.212878, 9.8457, 86, 85
9.8016, -0.750856, -0.207589, 9.83251, 83, 83
9.80534, -0.762878, -0.215885, 9.83735, 87, 86
9.80954, -0.751034, -0.212105, 9.84054, 81, 81
9.79412, -0.751607, -0.207582, 9.82511, 84, 85
9.80009, -0.765885, -0.194016, 9.83189, 83, 82
9.80908, -0.770392, -0.21061, 9.84154, 85, 85
9.81403, -0.7593, -0.208339, 9.84556, 88, 90
9.81133, -0.764381, -0.214383, 9.84339, 80, 79
9.80459, -0.752359, -0.210608, 9.83567, 83, 83
9.80757, -0.760625, -0.199301, 9.83904, 85, 84
9.81104, -0.767564, -0.210597, 9.84327, 83, 83
9.8061, -0.741088, -0.220412, 9.83653, 85, 84
9.81103, -0.773576, -0.206827, 9.84366, 85, 85
9.79084, -0.754039, -0.21058, 9.82209, 82, 87
9.81252, -0.769068, -0.200797, 9.84467, 83, 79
9.79981, -0.762305, -0.203048, 9.83151, 85, 85
9.81029, -0.769067, -0.212858, 9.84269, 83, 83
9.7956, -0.749354, -0.197783, 9.82622, 85, 84
9.80831, -0.766637, -0.188745, 9.84004, 83, 83
9.81357, -0.755364, -0.216648, 9.84498, 85, 86
9.80982, -0.760624, -0.209104, 9.84149, 84, 84
9.81131, -0.756868, -0.20232, 9.84254, 84, 84
9.80581, -0.752536, -0.221903, 9.83715, 82, 82
9.81103, -0.76456, -0.198534, 9.84277, 85, 86
9.79861, -0.774899, -0.213616, 9.83152, 85, 85
9.81207, -0.756867, -0.212122, 9.84351, 83, 84
9.79757, -0.778835, -0.198521, 9.83048, 83, 81
9.81178, -0.762305, -0.209845, 9.84359, 85, 86
9.81327, -0.76456, -0.20306, 9.84511, 85, 85
9.81329, -0.767564, -0.218893, 9.8457, 83, 83
9.81179, -0.757045, -0.211353, 9.84322, 85, 85
9.8013, -0.751036, -0.191741, 9.8319, 83, 83
9.81552, -0.77583, -0.207585, 9.84832, 90, 92
9.80655, -0.745775, -0.209087, 9.83709, 77, 75
9.79232, -0.763808, -0.191732, 9.82394, 83, 84
9.80579, -0.770571, -0.196267, 9.83798, 84, 84
9.80729, -0.768316, -0.206824, 9.83952, 85, 85
9.80955, -0.763056, -0.218136, 9.8416, 83, 83
9.80431, -0.767564, -0.209837, 9.83654, 85, 85
9.80057, -0.747277, -0.213605, 9.83134, 83, 84
9.81179, -0.777332, -0.211351, 9.8448, 85, 84
9.81553, -0.750283, -0.211357, 9.84643, 83, 84
9.80355, -0.751034, -0.205314, 9.83442, 84, 84
9.80953, -0.762306, -0.196271, 9.84106, 85, 85
9.81102, -0.771323, -0.194764, 9.84322, 83, 84
9.80085, -0.762127, -0.210604, 9.8327, 83, 83
9.80281, -0.761553, -0.209836, 9.83459, 86, 85
9.80234, -0.762879, -0.205327, 9.83413, 82, 82
9.81206, -0.766636, -0.20232, 9.84405, 84, 84
9.81057, -0.777154, -0.210611, 9.84356, 83, 84
9.81403, -0.747277, -0.213618, 9.84476, 85, 85
9.80505, -0.769818, -0.209084, 9.83745, 89, 90
9.79758, -0.761553, -0.212093, 9.82942, 78, 77
9.80953, -0.754041, -0.199288, 9.84049, 84, 84
9.80728, -0.754792, -0.197024, 9.83826, 84, 84
9.80459, -0.7749, -0.208344, 9.83737, 85, 85
9.80759, -0.759872, -0.217396, 9.83938, 83, 83
9.8013, -0.772074, -0.196263, 9.83362, 83, 83
9.80581, -0.761553, -0.214363, 9.83767, 85, 85
9.82375, -0.765311, -0.213625, 9.85583, 85, 86
9.80655, -0.766062, -0.209085, 9.83865, 83, 81
9.80654, -0.754041, -0.199285, 9.83751, 83, 82
9.81327, -0.757047, -0.196275, 9.84438, 85, 85
9.81328, -0.776581, -0.209845, 9.8462, 85, 84
9.81103, -0.746527, -0.206829, 9.84157, 83, 83
9.79981, -0.77057, -0.200785, 9.83211, 83, 83
9.81205, -0.763632, -0.188749, 9.84353, 85, 85
9.81328, -0.761554, -0.207584, 9.84497, 85, 85
9.81057, -0.747851, -0.207598, 9.84122, 82, 82
9.80579, -0.755543, -0.2023, 9.83694, 86, 85
9.81104, -0.760051, -0.213614, 9.84275, 83, 85
9.8028, -0.763057, -0.197773, 9.83444, 85, 84
9.8233, -0.75837, -0.220426, 9.85499, 82, 82
9.80384, -0.757619, -0.206837, 9.83525, 85, 85
9.80906, -0.753113, -0.187239, 9.83971, 82, 82
9.80578, -0.771323, -0.189481, 9.8379, 85, 85
9.81553, -0.768316, -0.211355, 9.84782, 83, 83
9.79411, -0.762878, -0.202304, 9.82586, 90, 92
9.80384, -0.744846, -0.20533, 9.83424, 79, 78
9.80758, -0.768138, -0.204578, 9.83974, 84, 84
9.81731, -0.755364, -0.216651, 9.84871, 82, 82
9.80282, -0.747277, -0.217377, 9.83366, 85, 85
9.80981, -0.761377, -0.196287, 9.84127, 86, 86
9.80505, -0.769819, -0.20079, 9.83727, 81, 81
9.80534, -0.764381, -0.206838, 9.83726, 83, 84
9.81207, -0.759122, -0.206844, 9.84356, 85, 85
9.8118, -0.767564, -0.2204, 9.84424, 84, 84
9.79982, -0.746526, -0.206065, 9.83037, 85, 85
9.80158, -0.771145, -0.188739, 9.83368, 81, 81
9.81281, -0.756868, -0.203076, 9.84405, 86, 86
9.80879, -0.75404, -0.207581, 9.83992, 84, 84
9.80385, -0.770391, -0.213621, 9.83639, 83, 83
9.80608, -0.767387, -0.207592, 9.83825, 83, 83
9.81954, -0.765885, -0.201573, 9.85143, 86, 86
9.81104, -0.77057, -0.209089, 9.84347, 85, 85
9.81627, -0.741267, -0.210604, 9.84647, 82, 84
9.7941, -0.767388, -0.189486, 9.82595, 87, 85
9.80579, -0.746527, -0.203055, 9.83627, 81, 80
9.81327, -0.762306, -0.202306, 9.84492, 85, 86
9.81328, -0.757797, -0.203815, 9.8446, 82, 82
9.80983, -0.759872, -0.21589, 9.84159, 86, 86
9.81282, -0.764381, -0.209861, 9.84478, 83, 83
9.81805, -0.762128, -0.206096, 9.84974, 85, 85
9.81552, -0.746527, -0.205326, 9.84601, 83, 83
9.8043, -0.754791, -0.204561, 9.83544, 85, 85
9.8028, -0.773576, -0.200788, 9.83533, 83, 83
9.80083, -0.771896, -0.190246, 9.83302, 84, 84
9.81207, -0.767387, -0.212121, 9.84432, 83, 83
9.80879, -0.758549, -0.203056, 9.84017, 85, 85
9.81029, -0.748029, -0.211352, 9.84104, 83, 83
9.81178, -0.765311, -0.203059, 9.84368, 85, 85
9.80505, -0.767564, -0.209838, 9.83729, 82, 81
9.81031, -0.756292, -0.233216, 9.84218, 85, 86
9.8043, -0.772825, -0.201543, 9.83677, 85, 85
9.79009, -0.759299, -0.205301, 9.82164, 83, 83
9.81075, -0.767743, -0.20455, 9.84287, 84, 86
9.8058, -0.768316, -0.203807, 9.83796, 84, 83
9.81103, -0.766062, -0.203058, 9.84299, 84, 84
9.80953, -0.749532, -0.202304, 9.84021, 83, 83
9.80803, -0.783345, -0.192498, 9.84115, 83, 83
9.81478, -0.757045, -0.213618, 9.84625, 85, 86
9.81104, -0.769067, -0.217383, 9.84354, 85, 84
9.80357, -0.762304, -0.220392, 9.83563, 82, 82
9.81552, -0.762305, -0.206078, 9.84723, 83, 83
9.80579, -0.74803, -0.200793, 9.83633, 85, 85
9.80579, -0.767565, -0.202299, 9.83787, 85, 86
9.81029, -0.758548, -0.211351, 9.84184, 82, 82
9.80159, -0.774149, -0.203064, 9.83422, 83, 82
9.81103, -0.76456, -0.202304, 9.84285, 85, 85
9.80131, -0.758548, -0.200788, 9.83267, 85, 84
9.80431, -0.762305, -0.211346, 9.83617, 83, 83
9.80655, -0.764559, -0.209839, 9.83855, 85, 85
9.81029, -0.74878, -0.214368, 9.84116, 83, 83
9.81104, -0.766062, -0.211351, 9.84317, 85, 85
9.82179, -0.750857, -0.209116, 9.85267, 83, 83
9.80684, -0.752358, -0.218903, 9.8381, 85, 84
9.80953, -0.765311, -0.200795, 9.84139, 84, 84
9.81804, -0.761377, -0.197048, 9.84949, 84, 83
9.80878, -0.760052, -0.198533, 9.84019, 83, 83
9.80506, -0.768315, -0.215869, 9.83749, 86, 85
9.80356, -0.756294, -0.209837, 9.83493, 83, 83
9.81253, -0.763808, -0.204567, 9.84434, 88, 89
9.81655, -0.759123, -0.197801, 9.84784, 78, 78
9.81629, -0.751033, -0.226437, 9.84758, 86, 85
9.81103, -0.757798, -0.200797, 9.8423, 84, 85
9.80505, -0.762305, -0.209084, 9.83686, 83, 83
9.80804, -0.760802, -0.206825, 9.83968, 83, 82
9.80879, -0.772073, -0.206071, 9.84129, 85, 86
9.81327, -0.753289, -0.202307, 9.84422, 83, 84
9.81132, -0.766636, -0.203827, 9.84333, 85, 85
9.79935, -0.771143, -0.203816, 9.83176, 83, 83
9.81283, -0.749353, -0.224187, 9.84395, 85, 85
9.81655, -0.753863, -0.206095, 9.84761, 84, 85
9.80579, -0.75404, -0.201546, 9.83681, 83, 83
9.81431, -0.771895, -0.206091, 9.84678, 83, 84
9.80458, -0.758371, -0.200052, 9.8359, 85, 85
9.80459, -0.762878, -0.212115, 9.83651, 84, 84
9.81207, -0.756868, -0.206845, 9.84339, 83, 83
9.80234, -0.785419, -0.204571, 9.83589, 83, 83
9.80983, -0.753862, -0.212121, 9.84104, 85, 85
9.80609, -0.774149, -0.210607, 9.83885, 89, 90
9.81553, -0.755543, -0.213618, 9.84688, 78, 77
9.80581, -0.766813, -0.212854, 9.83805, 83, 82
9.79859, -0.773399, -0.194014, 9.83098, 85, 86
9.81056, -0.762128, -0.200811, 9.84217, 85, 84
9.81029, -0.758548, -0.20909, 9.84179, 83, 83
9.79308, -0.776581, -0.195501, 9.82576, 85, 85
9.80803, -0.775831, -0.194007, 9.84058, 83, 83
9.80954, -0.77583, -0.206825, 9.84234, 85, 85
9.81806, -0.767386, -0.215897, 9.85037, 82, 82
9.7986, -0.753862, -0.199293, 9.82957, 86, 86
9.80431, -0.75404, -0.209838, 9.8355, 83, 83
9.81178, -0.780338, -0.203811, 9.84487, 85, 85
9.81553, -0.758548, -0.214372, 9.84713, 84, 84
9.8001, -0.751608, -0.204572, 9.83101, 84, 83
9.79561, -0.762879, -0.201551, 9.82734, 85, 85
9.80085, -0.766635, -0.206079, 9.83294, 83, 83
9.81179, -0.766813, -0.212106, 9.84399, 83, 83
9.80533, -0.759874, -0.197037, 9.8367, 85, 85
9.81133, -0.759121, -0.219661, 9.8431, 83, 83
9.81132, -0.762127, -0.209105, 9.8431, 84, 84
9.80936, -0.772469, -0.202332, 9.84181, 83, 84
9.81358, -0.747099, -0.22268, 9.84449, 85, 84
9.80832, -0.771145, -0.194777, 9.84051, 85, 85
9.81029, -0.769067, -0.212104, 9.84268, 83, 83
9.81056, -0.760625, -0.198549, 9.84201, 83, 83
9.81131, -0.769642, -0.201565, 9.84352, 91, 93
9.81282, -0.762879, -0.209107, 9.84465, 79, 77
9.81282, -0.761376, -0.212123, 9.8446, 83, 83
9.79635, -0.775652, -0.196273, 9.82897, 83, 83
9.81356, -0.762127, -0.2076, 9.8453, 85, 85
9.81403, -0.767565, -0.2106, 9.84625, 86, 86
9.80954, -0.760051, -0.212858, 9.84125, 82, 82
9.80729, -0.763056, -0.206825, 9.83911, 84, 84
9.79981, -0.763809, -0.194754, 9.83146, 84, 84
9.80459, -0.780159, -0.212113, 9.83787, 85, 85
9.81926, -0.756294, -0.209852, 9.85058, 85, 85
9.7986, -0.772646, -0.205323, 9.83116, 81, 81
9.80279, -0.764561, -0.18571, 9.83431, 85, 85
9.80458, -0.75762, -0.196282, 9.83576, 84, 85
9.81477, -0.765311, -0.208339, 9.84677, 83, 82
9.81178, -0.760051, -0.202305, 9.84325, 85, 85
9.80655, -0.745775, -0.211349, 9.83714, 83, 83
9.81028, -0.765311, -0.203811, 9.8422, 85, 85
9.81207, -0.768138, -0.211367, 9.84436, 83, 82
9.80535, -0.75311, -0.22041, 9.8367, 87, 88
9.80206, -0.766813, -0.209081, 9.83423, 82, 82
9.80803, -0.763809, -0.19627, 9.83969, 83, 83
9.81402, -0.758549, -0.197784, 9.84527, 83, 83
9.81103, -0.756294, -0.207583, 9.84233, 86, 86
9.81553, -0.768316, -0.210601, 9.8478, 83, 83
9.80982, -0.753863, -0.203073, 9.84084, 84, 84
9.80757, -0.769642, -0.197792, 9.83971, 83, 83
9.81208, -0.746347, -0.220417, 9.84289, 85, 85
9.80459, -0.753862, -0.20533, 9.83567, 84, 85
9.80161, -0.759872, -0.218898, 9.83345, 84, 84
9.80804, -0.754792, -0.204564, 9.83917, 81, 81
9.80457, -0.761377, -0.19025, 9.83593, 85, 87
9.80459, -0.767386, -0.211361, 9.83685, 85, 84
9.81581, -0.750857, -0.206095, 9.84664, 83, 83
9.79636, -0.765884, -0.200044, 9.82828, 83, 83
9.81655, -0.756868, -0.204587, 9.84781, 85, 85
9.81104, -0.75404, -0.209845, 9.84221, 85, 85
9.81731, -0.748603, -0.212128, 9.84809, 83, 83
9.80982, -0.759122, -0.20835, 9.84136, 85, 87
9.80803, -0.744273, -0.199287, 9.83825, 83, 81
9.81281, -0.781664, -0.197796, 9.84588, 84, 84
9.81478, -0.743521, -0.210603, 9.84515, 85, 85
9.8016, -0.768138, -0.205326, 9.83379, 81, 81
9.8158, -0.770393, -0.198553, 9.84799, 85, 85
9.81056, -0.761377, -0.19478, 9.84199, 84, 84
9.8203, -0.765133, -0.209867, 9.85229, 94, 97
9.80804, -0.766062, -0.206071, 9.84007, 75, 71
9.80207, -0.766061, -0.218883, 9.8344, 83, 83
9.82254, -0.753111, -0.208363, 9.85357, 86, 86
9.81356, -0.759122, -0.203076, 9.84497, 81, 81
9.8061, -0.745596, -0.222673, 9.83692, 85, 85
9.80533, -0.76363, -0.198544, 9.83702, 84, 84
9.80607, -0.762879, -0.195529, 9.83765, 83, 84
9.80206, -0.763807, -0.211343, 9.83405, 83, 82
9.80506, -0.772824, -0.210591, 9.83772, 86, 87
9.8188, -0.769641, -0.207604, 9.8511, 85, 84
9.81207, -0.753111, -0.209107, 9.84315, 83, 83
9.80429, -0.773577, -0.18948, 9.83658, 84, 84
9.81357, -0.753862, -0.210616, 9.84473, 84, 83
9.80655, -0.772824, -0.210593, 9.83921, 85, 85
9.81104, -0.772072, -0.215121, 9.84372, 83, 83
9.81552, -0.757046, -0.206833, 9.84684, 83, 84
9.80355, -0.755543, -0.201544, 9.83469, 85, 85
9.80832, -0.772647, -0.197792, 9.84069, 85, 86
9.80908, -0.765884, -0.212873, 9.84124, 88, 89
9.80383, -0.771144, -0.199296, 9.83613, 78, 75
9.80981, -0.764383, -0.194025, 9.84146, 85, 85
9.81328, -0.763056, -0.209846, 9.84514, 86, 86
9.80729, -0.7593, -0.200793, 9.83869, 83, 82
9.81133, -0.765883, -0.218153, 9.84359, 85, 85
9.80804, -0.754041, -0.20004, 9.83901, 83, 83
9.81254, -0.775829, -0.212106, 9.84544, 85, 85
9.81329, -0.751785, -0.218894, 9.84448, 83, 83
9.80281, -0.764559, -0.206066, 9.83474, 83, 83
9.79934, -0.756868, -0.196277, 9.83049, 84, 84
9.8188, -0.759873, -0.209112, 9.85038, 85, 85
